last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,icpsr_id,wikipedia_id
Foster,Bill,Bill Foster,1955-10-07,M,rep,IL,11,Democrat,https://foster.house.gov,2366 Rayburn House Office Building Washington DC 20515-1311,202-225-3515,,RepBillFoster,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,F000454,1888,N00029139,,1027346,412257,101632,Bill Foster,20749,Bill Foster (politician)
Titus,Dina,Dina Titus,1950-05-23,F,rep,NV,1,Democrat,https://titus.house.gov,2464 Rayburn House Office Building Washington DC 20515-2801,202-225-5965,,RepDinaTitus,CongresswomanTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,T000468,1940,N00030191,,1021622,412318,2629,Dina Titus,20927,Dina Titus
Cotton,Tom,Tom Cotton,1977-05-13,M,sen,AR,,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,https://www.cotton.senate.gov/contact/contact-tom,SenTomCotton,SenatorTomCotton,RepTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,2098,N00033363,S374,63928,412508,135651,Tom Cotton,21301,Tom Cotton
Sinema,Kyrsten,Kyrsten Sinema,1976-07-12,F,sen,AZ,,Democrat,https://www.sinema.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4521,https://www.sinema.senate.gov/contact-kyrsten,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,2099,N00033983,S403,68489,412509,28338,Kyrsten Sinema,21300,Kyrsten Sinema
LaMalfa,Doug,Doug LaMalfa,1960-07-02,M,rep,CA,1,Republican,https://lamalfa.house.gov,408 Cannon House Office Building Washington DC 20515-0501,202-225-3076,,RepLaMalfa,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,2100,N00033987,,68493,412510,29713,Doug LaMalfa,21302,Doug LaMalfa
Huffman,Jared,Jared Huffman,1964-02-18,M,rep,CA,2,Democrat,https://huffman.house.gov,1527 Longworth House Office Building Washington DC 20515-0502,202-225-5161,,RepHuffman,RepHuffman,rephuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,2101,N00033030,,622431,412511,59849,Jared Huffman,21303,Jared Huffman
Bera,Ami,Ami Bera,1965-03-02,M,rep,CA,7,Democrat,https://bera.house.gov,172 Cannon House Office Building Washington DC 20515-0507,202-225-5716,,RepBera,RepAmiBera,repamibera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,2102,N00030717,,1033636,412512,120030,Ami Bera,21304,Ami Bera
Swalwell,Eric,Eric Swalwell,1980-11-16,M,rep,CA,15,Democrat,https://swalwell.house.gov,174 Cannon House Office Building Washington DC 20515-0515,202-225-5065,,RepSwalwell,CongressmanEricSwalwell,ericswalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,2104,N00033508,,79729,412514,129529,Eric Swalwell,21306,Eric Swalwell
Brownley,Julia,Julia Brownley,1952-08-28,F,rep,CA,26,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building Washington DC 20515-0526,202-225-5811,,RepBrownley,RepJuliaBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,2106,N00034254,,79783,412516,59904,Julia Brownley,21308,Julia Brownley
Cárdenas,Tony,Tony Cárdenas,1963-03-31,M,rep,CA,29,Democrat,https://cardenas.house.gov,2438 Rayburn House Office Building Washington DC 20515-0529,202-225-6131,,RepCardenas,repcardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,2107,N00033373,,63934,412517,9754,Tony Cardenas,21309,Tony Cárdenas
Ruiz,Raul,Raul Ruiz,1972-08-25,M,rep,CA,36,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building Washington DC 20515-0536,202-225-5330,,RepRaulRuizMD,CongressmanRaulRuizMD,repraulruiz,UCSDk-cyNPCo1iy6rweSPmBw,R000599,2109,N00033510,,79727,412519,136407,Raul Ruiz,21311,Raul Ruiz (politician)
Takano,Mark,Mark Takano,1960-12-10,M,rep,CA,41,Democrat,https://takano.house.gov,420 Cannon House Office Building Washington DC 20515-0541,202-225-2305,,RepMarkTakano,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,2110,N00006701,,2737,412520,22337,Mark Takano,21312,Mark Takano
Lowenthal,Alan,Alan S. Lowenthal,1941-03-08,M,rep,CA,47,Democrat,https://lowenthal.house.gov,108 Cannon House Office Building Washington DC 20515-0547,202-225-7924,,RepLowenthal,RepLowenthal,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,L000579,2111,N00033274,,93815,412521,16469,Alan Lowenthal,21313,Alan Lowenthal
Vargas,Juan,Juan Vargas,1961-03-07,M,rep,CA,51,Democrat,https://vargas.house.gov,2244 Rayburn House Office Building Washington DC 20515-0551,202-225-8045,,RepJuanVargas,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,2112,N00007021,,8297,412522,29100,Juan Vargas,21314,Juan Vargas
Peters,Scott,Scott H. Peters,1958-06-17,M,rep,CA,52,Democrat,https://scottpeters.house.gov,1201 Longworth House Office Building Washington DC 20515-0552,202-225-0508,,RepScottPeters,RepScottPeters,,UCQK77QJxW7Xr-S3zqeMd-0g,P000608,2113,N00033591,,79661,412523,70351,Scott Peters,21315,Scott Peters (politician)
Frankel,Lois,Lois Frankel,1948-05-16,F,rep,FL,21,Democrat,https://frankel.house.gov,2305 Rayburn House Office Building Washington DC 20515-0921,202-225-9890,,RepLoisFrankel,RepLoisFrankel,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,F000462,2119,N00002893,,623714,412529,8102,Lois Frankel,21321,Lois Frankel
Duckworth,Tammy,Tammy Duckworth,1968-03-12,F,sen,IL,,Democrat,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854,https://www.duckworth.senate.gov/content/contact-senator,SenDuckworth,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,2123,N00027860,S386,94484,412533,57442,Tammy Duckworth,21325,Tammy Duckworth
Davis,Rodney,Rodney Davis,1970-01-05,M,rep,IL,13,Republican,https://rodneydavis.house.gov,2079 Rayburn House Office Building Washington DC 20515-1313,202-225-2371,,RodneyDavis,RepRodneyDavis,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,D000619,2126,N00034784,,68337,412536,9622,Rodney Davis (Illinois),21328,Rodney Davis (politician)
Bustos,Cheri,Cheri Bustos,1961-10-17,F,rep,IL,17,Democrat,https://bustos.house.gov,1233 Longworth House Office Building Washington DC 20515-1317,202-225-5905,,RepCheri,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,B001286,2127,N00033390,,63949,412537,134964,Cheri Bustos,21329,Cheri Bustos
Walorski,Jackie,Jackie Walorski,1963-08-17,F,rep,IN,2,Republican,https://walorski.house.gov,466 Cannon House Office Building Washington DC 20515-1402,202-225-3915,,RepWalorski,RepJackieWalorski,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,W000813,2128,N00031226,,95005,412538,34205,Jackie Walorski,21330,Jackie Walorski
Barr,Garland,Andy Barr,1973-07-24,M,rep,KY,6,Republican,https://barr.house.gov,2430 Rayburn House Office Building Washington DC 20515-1706,202-225-4706,,RepAndyBarr,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,B001282,2131,N00031233,,61848,412541,117290,Andy Barr,21333,Andy Barr (American politician)
Warren,Elizabeth,Elizabeth Warren,1949-06-22,F,sen,MA,,Democrat,https://www.warren.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-4543,https://www.warren.senate.gov/?p=email_senator,SenWarren,senatorelizabethwarren,senelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,2182,N00033492,S366,1023023,412542,141272,Elizabeth Warren,41301,Elizabeth Warren
King,Angus,Angus S. King Jr.,1944-03-31,M,sen,ME,,Independent,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,https://www.king.senate.gov/contact,SenAngusKing,SenatorAngusSKingJr,SenatorAngusKing,UCpp6lGvrmt0XU_lnD4Ak0gA,K000383,2185,N00034580,S363,37413,412545,22381,Angus King,41300,Angus King
Kildee,Daniel,Daniel T. Kildee,1958-08-11,M,rep,MI,5,Democrat,https://dankildee.house.gov,200 Cannon House Office Building Washington DC 20515-2205,202-225-3611,,RepDanKildee,RepDanKildee,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,K000380,2134,N00033395,,623723,412546,136102,Dan Kildee,21372,Dan Kildee
Wagner,Ann,Ann Wagner,1962-09-13,F,rep,MO,2,Republican,https://wagner.house.gov,2350 Rayburn House Office Building Washington DC 20515-2502,202-225-1621,,RepAnnWagner,RepAnnWagner,,UCy2v2DXXvQnbRc8Zx77Dnsg,W000812,2137,N00033106,,82702,412548,136083,Ann Wagner,21337,Ann Wagner
Daines,Steve,Steve Daines,1962-08-20,M,sen,MT,,Republican,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,https://www.daines.senate.gov/connect/email-steve,SteveDaines,SteveDainesMT,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,D000618,2138,N00033054,S375,1034037,412549,135720,Steve Daines,21338,Steve Daines
Hudson,Richard,Richard Hudson,1971-11-04,M,rep,NC,8,Republican,https://hudson.house.gov,2112 Rayburn House Office Building Washington DC 20515-3308,202-225-3715,,RepRichHudson,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,H001067,2140,N00033630,,79622,412550,136448,Richard Hudson,21346,Richard Hudson (American politician)
Cramer,Kevin,Kevin Cramer,1961-01-21,M,sen,ND,,Republican,https://www.cramer.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin,SenKevinCramer,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,C001096,2144,N00004614,S398,7600,412555,444,Kevin Cramer,21350,Kevin Cramer
Fischer,Deb,Deb Fischer,1951-03-01,F,sen,NE,,Republican,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,http://www.fischer.senate.gov/public/index.cfm/contact,SenatorFischer,senatordebfischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,F000463,2179,N00033443,S357,1034067,412556,41963,Deb Fischer,41302,Deb Fischer
Kuster,Ann,Ann Kuster,1956-09-05,F,rep,NH,2,Democrat,https://kuster.house.gov,320 Cannon House Office Building Washington DC 20515-2902,202-225-5206,,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA,K000382,2145,N00030875,,62650,412557,122256,Annie Kuster,21340,Ann McLane Kuster
Meng,Grace,Grace Meng,1975-10-01,F,rep,NY,6,Democrat,https://meng.house.gov,2209 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,,RepGraceMeng,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ,M001188,2148,N00034547,,68411,412560,69157,Grace Meng,21342,Grace Meng
Jeffries,Hakeem,Hakeem S. Jeffries,1970-08-04,M,rep,NY,8,Democrat,https://jeffries.house.gov,2433 Rayburn House Office Building Washington DC 20515-3208,202-225-5936,,RepJeffries,RepHakeemJeffries,,UCYVmbsjoNbQ4j-PCQIYgpWQ,J000294,2149,N00033640,,79612,412561,55285,Hakeem Jeffries,21343,Hakeem Jeffries
Maloney,Sean,Sean Patrick Maloney,1966-07-30,M,rep,NY,18,Democrat,https://seanmaloney.house.gov,464 Cannon House Office Building Washington DC 20515-3218,202-225-5441,,RepSeanMaloney,RepSeanMaloney,,UCNiVzzf4Vz-vCMPBcnjGuXQ,M001185,2150,N00034277,,79760,412562,139760,Sean Maloney,21344,Sean Patrick Maloney
Wenstrup,Brad,Brad R. Wenstrup,1958-06-17,M,rep,OH,2,Republican,https://wenstrup.house.gov,2419 Rayburn House Office Building Washington DC 20515-3502,202-225-3164,,RepBradWenstrup,RepBradWenstrup,repbradwenstrup,UCaK7SeUvmHdHTMtF3HXb-jA,W000815,2152,N00033310,,1034044,412564,135326,Brad Wenstrup,21351,Brad Wenstrup
Beatty,Joyce,Joyce Beatty,1950-03-12,F,rep,OH,3,Democrat,https://beatty.house.gov,2303 Rayburn House Office Building Washington DC 20515-3503,202-225-4324,,RepBeatty,RepJoyceBeatty,,UCtVl3kb7Xvt3pY7l6x-M6LA,B001281,2153,N00033904,,67294,412565,2427,Joyce Beatty,21352,Joyce Beatty
Joyce,David,David P. Joyce,1957-03-17,M,rep,OH,14,Republican,https://joyce.house.gov,2065 Rayburn House Office Building Washington DC 20515-3514,202-225-5731,,RepDaveJoyce,RepDaveJoyce,repdavejoyce,UCTu9xz2VYk-jtQv0TVsLyYA,J000295,2154,N00035007,,68561,412566,143052,David Joyce,21353,David Joyce (politician)
Mullin,Markwayne,Markwayne Mullin,1977-07-26,M,rep,OK,2,Republican,https://mullin.house.gov,2421 Rayburn House Office Building Washington DC 20515-3602,202-225-2701,,RepMullin,RepMullin,,UCLQlm-cbGbJj9baZC6oFsag,M001190,2156,N00033410,,1034045,412568,135898,Markwayne Mullin,21355,Markwayne Mullin
Perry,Scott,Scott Perry,1962-05-27,M,rep,PA,10,Republican,https://perry.house.gov,2160 Rayburn House Office Building Washington DC 20515-3810,202-225-5836,,RepScottPerry,repscottperry,RepScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,P000605,2157,N00034120,,79873,412569,59980,Scott Perry,21356,Scott Perry (politician)
Cartwright,Matthew,Matt Cartwright,1961-05-01,M,rep,PA,8,Democrat,https://cartwright.house.gov,2102 Rayburn House Office Building Washington DC 20515-3808,202-225-5546,,RepCartwright,CongressmanMattCartwright,,UCnAOvexSGLBnYidaFzguhTQ,C001090,2159,N00034128,,79865,412571,136236,Matt Cartwright,21358,Matt Cartwright
Rice,Tom,Tom Rice,1957-08-04,M,rep,SC,7,Republican,https://rice.house.gov,460 Cannon House Office Building Washington DC 20515-4007,202-225-9895,,RepTomRice,reptomrice,RepTomRice,UCEmPVQphMGoXAfWJli68BEw,R000597,2160,N00033832,,79473,412572,132382,Tom Rice (South Carolina),21359,Tom Rice
Cruz,Ted,Ted Cruz,1970-12-22,M,sen,TX,,Republican,https://www.cruz.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,SenTedCruz,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,2175,N00033085,S355,1019953,412573,135705,Ted Cruz,41304,Ted Cruz
Weber,Randy,Randy K. Weber Sr.,1953-07-02,M,rep,TX,14,Republican,https://weber.house.gov,107 Cannon House Office Building Washington DC 20515-4314,202-225-2831,,TXRandy14,TXRandy14,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,W000814,2161,N00033539,,79698,412574,102026,Randy Weber,21360,Randy Weber
Castro,Joaquin,Joaquin Castro,1974-09-16,M,rep,TX,20,Democrat,https://castro.house.gov,2241 Rayburn House Office Building Washington DC 20515-4320,202-225-3236,,JoaquinCastrotx,326420614138023,JoaquinCastroTX,UCsRxWnFdRiV2od1O5v5nEeQ,C001091,2163,N00033316,,63974,412576,49227,Joaquin Castro,21362,Joaquin Castro
Williams,Roger,Roger Williams,1949-09-13,M,rep,TX,25,Republican,https://williams.house.gov,1708 Longworth House Office Building Washington DC 20515-4325,202-225-9896,,RepRWilliams,RepRogerWilliams,,UCBtfmMMQarjtLB9U_pWMOhw,W000816,2165,N00030602,,623742,412578,50112,Roger Williams,21364,Roger Williams (American politician)
Veasey,Marc,Marc A. Veasey,1971-01-03,M,rep,TX,33,Democrat,https://veasey.house.gov,2348 Rayburn House Office Building Washington DC 20515-4333,202-225-9897,,RepVeasey,CongressmanMarcVeasey,marcveasey,UC2CRp1KF5uljZyhDRPR-72Q,V000131,2166,N00033839,,79466,412579,49671,Mark Veasey,21365,Marc Veasey
Vela,Filemon,Filemon Vela,1963-02-13,M,rep,TX,34,Democrat,https://vela.house.gov,307 Cannon House Office Building Washington DC 20515-4334,202-225-9901,,RepFilemonVela,USCongressmanFilemonVela,RepFilemonVela,,V000132,2167,N00034349,,95434,412580,137719,Filemon Vela,21366,Filemon Vela Jr.
Stewart,Chris,Chris Stewart,1960-07-15,M,rep,UT,2,Republican,https://stewart.house.gov,166 Cannon House Office Building Washington DC 20515-4402,202-225-9730,,RepChrisStewart,RepChrisStewart,repchrisstewart,UCKYqzTvmQVWys-WhrCkbyPw,S001192,2168,N00033932,,68466,412581,135930,Chris Stewart,21367,Chris Stewart (politician)
Kaine,Timothy,Tim Kaine,1958-02-26,M,sen,VA,,Democrat,https://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024,https://www.kaine.senate.gov/contact,,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,2176,N00033177,S362,49219,412582,50772,Tim Kaine,41305,Tim Kaine
Kilmer,Derek,Derek Kilmer,1974-01-01,M,rep,WA,6,Democrat,https://kilmer.house.gov,2059 Rayburn House Office Building Washington DC 20515-4706,202-225-5916,,RepDerekKilmer,derek.kilmer,,,K000381,2169,N00034453,,68310,412583,51516,Derek Kilmer,21368,Derek Kilmer
Pocan,Mark,Mark Pocan,1964-08-14,M,rep,WI,2,Democrat,https://pocan.house.gov,1727 Longworth House Office Building Washington DC 20515-4902,202-225-2906,,RepMarkPocan,repmarkpocan,repmarkpocan,UCz5b47WER_u3dUGV_Zi70dQ,P000607,2171,N00033549,,79688,412585,26238,Mark Pocan,21370,Mark Pocan
Kelly,Robin,Robin L. Kelly,1956-04-30,F,rep,IL,2,Democrat,https://robinkelly.house.gov,2416 Rayburn House Office Building Washington DC 20515-1302,202-225-0773,,RepRobinKelly,reprobinkelly,,UCLhcNPX2nNQLNzwKW0nEykg,K000385,2190,N00035215,,70399,412595,33384,Robin Kelly,21371,Robin Kelly
Smith,Jason,Jason Smith,1980-06-16,M,rep,MO,8,Republican,https://jasonsmith.house.gov,2418 Rayburn House Office Building Washington DC 20515-2508,202-225-4404,,RepJasonSmith,repjasonsmith,RepJasonSmith,UCzj9-27Lr4gcqopmZAobXXg,S001195,2191,N00035282,,71083,412596,59318,Jason Smith (Missouri representative),21373,Jason Smith (politician)
Booker,Cory,Cory A. Booker,1969-04-27,M,sen,NJ,,Democrat,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-3224,https://www.booker.senate.gov/?p=contact,SenBooker,,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA,B001288,2194,N00035267,S370,84679,412598,76151,Cory Booker,41308,Cory Booker
Clark,Katherine,Katherine M. Clark,1963-07-17,F,rep,MA,5,Democrat,https://katherineclark.house.gov,2448 Rayburn House Office Building Washington DC 20515-2105,202-225-2836,,RepKClark,CongresswomanClark,,UCgaI52w7QKI8LtkSeCCmSuw,C001101,2196,N00035278,,73178,412600,35858,Katherine Clark,21375,Katherine Clark
Norcross,Donald,Donald Norcross,1958-12-13,M,rep,NJ,1,Democrat,https://norcross.house.gov,2427 Rayburn House Office Building Washington DC 20515-3001,202-225-6501,,DonaldNorcross,DonaldNorcrossNJ,,UC7kXK_PyDiOT8YrdP0jYZHw,N000188,2202,N00036154,,76311,412606,116277,Donald Norcross,21536,Donald Norcross
Adams,Alma,Alma S. Adams,1946-05-27,F,rep,NC,12,Democrat,https://adams.house.gov,2436 Rayburn House Office Building Washington DC 20515-3312,202-225-1510,,RepAdams,CongresswomanAdams,,UCPI9ao1Cr1nxEUD2r-usRjQ,A000370,2201,N00035451,,76386,412607,5935,Alma Adams,21545,Alma Adams
Palmer,Gary,Gary J. Palmer,1954-05-14,M,rep,AL,6,Republican,https://palmer.house.gov,170 Cannon House Office Building Washington DC 20515-0106,202-225-4921,,USRepGaryPalmer,CongressmanGaryPalmer,,UCYZfP-cNIvlJY3AcAc9OPpQ,P000609,2221,N00035691,,76094,412608,146274,Gary Palmer,21500,Gary Palmer (politician)
Hill,J.,J. Hill,1956-12-05,M,rep,AR,2,Republican,https://hill.house.gov,1533 Longworth House Office Building Washington DC 20515-0402,202-225-2506,,RepFrenchHill,RepFrenchHill,,UCT8uWroJtkwSsCJlVg0IKvQ,H001072,2223,N00035792,,9265172,412609,146290,French Hill,21503,French Hill (politician)
Westerman,Bruce,Bruce Westerman,1967-11-18,M,rep,AR,4,Republican,https://westerman.house.gov,202 Cannon House Office Building Washington DC 20515-0404,202-225-3772,,RepWesterman,RepWesterman,,UCNshPbmupCwP5a7Hi79jETQ,W000821,2224,N00035527,,76097,412610,119120,Bruce Westerman,21563,Bruce Westerman
Gallego,Ruben,Ruben Gallego,1979-11-20,M,rep,AZ,7,Democrat,https://rubengallego.house.gov,1131 Longworth House Office Building Washington DC 20515-0307,202-225-4065,,RepRubenGallego,RepRubenGallego,,,G000574,2226,N00036097,,77233,412612,123732,Ruben Gallego,21502,Ruben Gallego
DeSaulnier,Mark,Mark DeSaulnier,1952-03-31,M,rep,CA,11,Democrat,https://desaulnier.house.gov,503 Cannon House Office Building Washington DC 20515-0511,202-225-2095,,RepDeSaulnier,RepMarkDeSaulnier,,,D000623,2227,N00030709,,61736,412613,69477,Mark DeSaulnier,21504,Mark DeSaulnier
Aguilar,Pete,Pete Aguilar,1979-06-19,M,rep,CA,31,Democrat,https://aguilar.house.gov,109 Cannon House Office Building Washington DC 20515-0531,202-225-3201,,reppeteaguilar,reppeteaguilar,,UCxwbFLOlKDsXrwizV5jah7g,A000371,2229,N00033997,,79994,412615,70114,Pete Aguilar,21506,Pete Aguilar
Lieu,Ted,Ted Lieu,1969-03-29,M,rep,CA,33,Democrat,https://lieu.house.gov,403 Cannon House Office Building Washington DC 20515-0533,202-225-3976,,RepTedLieu,RepTedLieu,,UC9qcJxTqfDNBnVul1IojlFg,L000582,2230,N00035825,,28076,412616,1516,Ted Lieu,21507,Ted Lieu
Torres,Norma,Norma J. Torres,1965-04-04,F,rep,CA,35,Democrat,https://torres.house.gov,2227 Rayburn House Office Building Washington DC 20515-0535,202-225-6161,,NormaJTorres,RepNormaTorres,,UCvWY4qKP6--o3pIJY7hhKDg,T000474,2231,N00036107,,76129,412617,71284,Norma Torres,21508,Norma Torres
Buck,Ken,Ken Buck,1959-02-16,M,rep,CO,4,Republican,https://buck.house.gov,2455 Rayburn House Office Building Washington DC 20515-0604,202-225-4676,,RepKenBuck,repkenbuck,,UCHK7Wcwij7NoxXGTeSHUWzg,B001297,2233,N00030829,,78285,412619,125319,Ken Buck,21510,Ken Buck
Carter,Earl,"Earl L. ""Buddy"" Carter",1957-09-06,M,rep,GA,1,Republican,https://buddycarter.house.gov,2432 Rayburn House Office Building Washington DC 20515-1001,202-225-5831,,RepBuddyCarter,congressmanbuddycarter,,UCHQm49T6ikD_ioMAt50AwKQ,C001103,2236,N00035346,,76158,412622,32085,"Earl ""Buddy"" Carter",21513,Buddy Carter
Hice,Jody,Jody B. Hice,1960-04-22,M,rep,GA,10,Republican,https://hice.house.gov,404 Cannon House Office Building Washington DC 20515-1010,202-225-4101,,congressmanhice,CongressmanJodyHice,,UCzUMsS8DusN2QLpgweFthgQ,H001071,2237,N00032243,,94974,412623,122246,Jody Hice,21514,Jody Hice
Loudermilk,Barry,Barry Loudermilk,1963-12-22,M,rep,GA,11,Republican,https://loudermilk.house.gov,2133 Rayburn House Office Building Washington DC 20515-1011,202-225-2931,,RepLoudermilk,reploudermilk,,UC2Kfw8fjca8k3w3KpzL5tNg,L000583,2238,N00035347,,76165,412624,31618,Barry Loudermilk,21515,Barry Loudermilk
Allen,Rick,Rick W. Allen,1951-11-07,M,rep,GA,12,Republican,https://allen.house.gov,570 Cannon House Office Building Washington DC 20515-1012,202-225-2823,,reprickallen,CongressmanRickAllen,,UCZPoYXHFDAV17BGLMzGAmpg,A000372,2239,N00033720,,62545,412625,136062,Rick Allen,21516,Rick W. Allen
Bost,Mike,Mike Bost,1960-12-30,M,rep,IL,12,Republican,https://bost.house.gov,1211 Longworth House Office Building Washington DC 20515-1312,202-225-5661,,RepBost,RepBost,,UCYA1psY06vSf3QadHuCrmjQ,B001295,2243,N00035420,,76176,412629,6302,Mike Bost,21519,Mike Bost
Graves,Garret,Garret Graves,1972-01-31,M,rep,LA,6,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,,RepGarretGraves,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA,G000577,2245,N00036135,,9274609,412631,155424,Garret Graves,21523,Garret Graves
Moulton,Seth,Seth Moulton,1978-10-24,M,rep,MA,6,Democrat,https://moulton.house.gov,1127 Longworth House Office Building Washington DC 20515-2106,202-225-8020,,teammoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,M001196,2246,N00035431,,78453,412632,146299,Seth Moulton,21525,Seth Moulton
Moolenaar,John,John R. Moolenaar,1961-05-08,M,rep,MI,4,Republican,https://moolenaar.house.gov,117 Cannon House Office Building Washington DC 20515-2204,202-225-3561,,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,M001194,2248,N00036275,,76660,412634,37676,John Moolenaar,21526,John Moolenaar
Dingell,Debbie,Debbie Dingell,1953-11-23,F,rep,MI,12,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building Washington DC 20515-2212,202-225-4071,,RepDebDingell,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,2251,N00036149,,20818,412637,152482,Debbie Dingell,21529,Debbie Dingell
Lawrence,Brenda,Brenda L. Lawrence,1954-10-18,F,rep,MI,14,Democrat,https://lawrence.house.gov,2463 Rayburn House Office Building Washington DC 20515-2214,202-225-5802,,RepLawrence,395759603917487,,UCf0USy9GNigkB8O9sS1dodw,L000581,2252,N00034068,,79924,412638,78851,Brenda Lawrence (Michigan),21530,Brenda Lawrence
Emmer,Tom,Tom Emmer,1961-03-03,M,rep,MN,6,Republican,https://emmer.house.gov,315 Cannon House Office Building Washington DC 20515-2306,202-225-2331,,RepTomEmmer,reptomemmer,RepTomEmmer,,E000294,2253,N00035440,,75567,412639,38894,Tom Emmer,21531,Tom Emmer
Rouzer,David,David Rouzer,1972-02-16,M,rep,NC,7,Republican,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,2256,N00033527,,79710,412641,102964,David Rouzer,21544,David Rouzer
Watson Coleman,Bonnie,Bonnie Watson Coleman,1945-02-06,F,rep,NJ,12,Democrat,https://watsoncoleman.house.gov,168 Cannon House Office Building Washington DC 20515-3012,202-225-5801,,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A,W000822,2259,N00036158,,79091,412644,24799,,21538,Bonnie Watson Coleman
Zeldin,Lee,Lee M. Zeldin,1980-01-30,M,rep,NY,1,Republican,https://zeldin.house.gov,2441 Rayburn House Office Building Washington DC 20515-3201,202-225-3826,,RepLeeZeldin,RepLeeZeldin,,UCHzZuesCPDka2NhZO8icqzA,Z000017,2261,N00029404,,61616,412646,110252,Lee Zeldin,21539,Lee Zeldin
